Subject,WorkTimeInSeconds,AnnaTotal,KateTotal,Winner,Prompt,AnswerType,Answer,Comprehension1,Comprehension2,Comprehension3,Anna1,Anna2,Kate1,Kate2
531,156,10,12,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,5,5,6,6
970,169,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1146,221,10,12,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,4,6,6,6
1174,69,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
63,116,10,7,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,4,6,1
1283,91,4,2,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,1,3,1,1
1157,163,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
632,138,10,7,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,5,5,6,1
679,602,10,12,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,6,4,6,6
1308,228,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,FALSE,TRUE,6,6,6,6
986,149,10,7,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,4,6,1,6
353,49,10,12,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,4,6,6,6
1002,239,10,7,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,4,6,3,4
860,149,4,2,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,2,2,1,1
438,108,10,12,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,6,4,6,6
895,82,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,FALSE,6,6,6,6
954,461,10,7,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,4,6,1,6
542,32,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,FALSE,TRUE,6,6,6,6
506,130,4,2,ANNA,TRUSTWORTHY,Binary,1,TRUE,FALSE,TRUE,1,3,1,1
612,133,10,12,KATE,CORRECT,Binary,1,FALSE,TRUE,TRUE,6,4,6,6
145,188,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
819,1091,10,7,ANNA,TRUE,Binary,0,TRUE,TRUE,TRUE,6,4,4,3
71,429,4,2,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,3,1,1,1
734,73,10,12,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,4,6,6,6
362,123,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1360,238,10,12,KATE,CORRECT,Binary,1,TRUE,TRUE,TRUE,4,6,6,6
805,112,10,7,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,4,6,1
400,152,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
754,571,10,12,KATE,CORRECT,Binary,0,TRUE,TRUE,FALSE,6,4,6,6
806,650,4,2,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,2,2,1,1
1351,86,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
693,233,4,2,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,3,1,1,1
1062,754,10,7,ANNA,TRUE,Binary,1,TRUE,TRUE,FALSE,5,5,6,1
1281,86,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,FALSE,6,6,6,6
863,360,12,12,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,6,6,6,6
512,324,10,7,ANNA,TRUE,Binary,1,FALSE,FALSE,TRUE,4,6,4,3
1260,126,4,2,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,3,1,1,1
803,166,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
737,190,10,7,ANNA,TRUE,Binary,0,TRUE,TRUE,TRUE,4,6,4,3
583,349,4,2,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,3,1,1,1
857,200,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,FALSE,6,6,6,6
388,80,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
696,128,10,7,ANNA,TRUE,Binary,1,TRUE,FALSE,TRUE,5,5,2,5
1044,251,4,2,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,2,2,1,1
1051,96,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
146,93,4,2,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,2,2,1,1
756,645,10,7,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,4,6,3,4
173,58,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
418,205,4,2,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,1,3,1,1
823,178,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1328,125,4,2,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,1,3,1,1
150,72,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,FALSE,TRUE,6,6,6,6
502,274,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
39,116,10,7,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,5,5,2,5
1269,181,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
357,374,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
673,161,4,2,ANNA,TRUSTWORTHY,Binary,1,TRUE,FALSE,TRUE,3,1,1,1
356,918,10,7,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,4,2,5
798,149,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1126,383,12,12,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1195,109,4,2,ANNA,TRUSTWORTHY,Binary,1,TRUE,FALSE,FALSE,2,2,1,1
115,86,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
80,30,10,7,ANNA,TRUE,Binary,0,FALSE,TRUE,FALSE,4,6,4,3
762,164,2,2,KATE,"NATURAL",Binary,0,TRUE,FALSE,TRUE,1,1,1,1
807,247,12,12,ANNA,CORRECT,Binary,1,TRUE,FALSE,TRUE,6,6,6,6
137,157,2,2,KATE,"NATURAL",Binary,1,TRUE,TRUE,FALSE,1,1,1,1
692,170,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
797,1020,2,2,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1203,184,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
169,233,2,2,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1431,172,10,12,KATE,TRUE,Binary,0,TRUE,TRUE,TRUE,5,5,6,6
471,407,2,2,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1214,251,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
535,104,10,12,KATE,TRUE,Binary,0,TRUE,TRUE,TRUE,5,5,6,6
641,83,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
494,69,2,2,KATE,"NATURAL",Binary,0,FALSE,TRUE,TRUE,1,1,1,1
585,404,4,2,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,1,3,1,1
1370,76,10,12,KATE,TRUE,Binary,0,TRUE,TRUE,TRUE,6,4,6,6
1432,117,10,12,KATE,TRUE,Binary,1,TRUE,TRUE,TRUE,5,5,6,6
1028,509,2,2,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1215,108,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
845,103,4,2,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,3,1,1,1
289,267,2,2,KATE,"NATURAL",Binary,1,TRUE,FALSE,TRUE,1,1,1,1
439,111,10,12,KATE,TRUE,Binary,0,TRUE,TRUE,TRUE,6,4,6,6
343,113,4,2,ANNA,TRUSTWORTHY,Binary,0,FALSE,TRUE,TRUE,3,1,1,1
720,358,2,2,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,1,1,1
539,105,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
454,90,10,12,KATE,TRUE,Binary,0,TRUE,TRUE,TRUE,6,4,6,6
1132,88,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
143,108,2,2,KATE,"NATURAL",Binary,0,TRUE,TRUE,FALSE,1,1,1,1
761,96,10,12,KATE,TRUE,Binary,0,TRUE,TRUE,TRUE,5,5,6,6
1160,63,12,12,ANNA,CORRECT,Binary,0,TRUE,TRUE,TRUE,6,6,6,6
1427,190,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1148,292,10,12,KATE,TRUE,Binary,0,TRUE,TRUE,TRUE,5,5,6,6
416,150,2,2,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,1,1,1,1
825,152,4,2,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,FALSE,1,3,1,1
782,290,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1123,107,2,2,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1183,88,10,12,KATE,TRUE,Binary,1,FALSE,TRUE,FALSE,6,4,6,6
1397,701,12,12,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
880,1013,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,3,1,3,4
495,166,2,2,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,1,1,1
459,46,10,12,KATE,TRUE,Binary,1,FALSE,FALSE,FALSE,4,6,6,6
706,333,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,1,3,3,4
139,145,2,2,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1220,129,2,2,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
323,280,10,12,KATE,TRUE,Binary,0,TRUE,TRUE,FALSE,4,6,6,6
870,169,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,3,1,2,5
451,152,2,2,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1198,92,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,3,1,6,1
361,127,10,12,KATE,TRUE,Binary,0,TRUE,TRUE,TRUE,6,4,6,6
1131,363,2,2,KATE,"NATURAL",Binary,0,TRUE,FALSE,TRUE,1,1,1,1
1354,462,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,2,2,5,2
237,332,2,2,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
565,328,2,2,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,1,1,1
285,370,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,1,3,4,3
550,94,4,7,KATE,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,3,1,6,1
627,200,2,2,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1389,160,4,7,KATE,TRUSTWORTHY,Binary,1,TRUE,FALSE,TRUE,1,3,1,6
463,115,10,12,KATE,TRUE,Binary,0,TRUE,TRUE,TRUE,5,5,6,6
637,70,2,2,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
682,551,2,2,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,1,1,1,1
810,155,10,12,KATE,TRUE,Binary,0,TRUE,TRUE,TRUE,6,4,6,6
1333,50,2,2,KATE,"NATURAL",Binary,1,TRUE,TRUE,FALSE,1,1,1,1
1262,56,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,2,2,2,5
1143,107,2,2,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
424,136,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,3,1,4,3
1207,466,2,2,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1316,128,2,2,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
915,81,4,2,ANNA,"NATURAL",Binary,0,TRUE,TRUE,FALSE,2,2,1,1
504,193,10,12,KATE,TRUE,Binary,0,TRUE,TRUE,TRUE,6,4,6,6
1364,57,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,3,1,5,2
956,1069,2,2,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
963,54,4,2,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,1,3,1,1
406,176,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,3,1,2,5
442,267,10,12,KATE,TRUE,Binary,1,TRUE,FALSE,TRUE,5,5,6,6
1438,68,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,FALSE,1,3,3,4
595,117,12,12,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
352,640,2,2,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
393,102,4,2,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,3,1,1,1
446,382,12,12,ANNA,TRUE,Binary,1,TRUE,FALSE,TRUE,6,6,6,6
259,124,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,2,2,1,6
1264,124,4,2,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,3,1,1,1
159,66,2,2,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1138,42,4,2,ANNA,"NATURAL",Binary,0,TRUE,TRUE,FALSE,3,1,1,1
826,111,12,12,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
288,509,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,2,2,3,4
747,212,2,2,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
124,67,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,3,1,5,2
929,247,4,2,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,3,1,1
456,169,12,12,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
945,109,12,12,ANNA,TRUE,Binary,0,TRUE,TRUE,TRUE,6,6,6,6
1340,147,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,2,2,1,6
1415,63,12,12,ANNA,TRUE,Binary,0,TRUE,TRUE,TRUE,6,6,6,6
161,146,4,7,KATE,TRUSTWORTHY,Binary,1,TRUE,FALSE,FALSE,2,2,5,2
961,179,12,12,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
526,145,2,2,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
197,140,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,3,1,6,1
1221,90,4,7,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,1,3,3,4
605,61,12,12,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1435,89,7,4,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,6,1,1,3
912,55,12,12,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
97,136,2,2,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
695,116,7,4,ANNA,TRUSTWORTHY,Binary,1,TRUE,FALSE,FALSE,4,3,1,3
1395,95,2,2,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
795,324,12,12,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1345,160,4,2,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,1,3,1,1
386,235,12,12,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
838,308,2,2,KATE,RIGHT,Binary,1,TRUE,TRUE,TRUE,1,1,1,1
1326,95,4,2,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,2,2,1,1
655,115,7,4,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,2,5,3,1
1019,220,4,2,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,3,1,1,1
1137,649,12,12,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
381,147,7,4,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,FALSE,4,3,1,3
905,125,2,2,KATE,RIGHT,Binary,1,TRUE,TRUE,FALSE,1,1,1,1
509,74,12,12,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1400,158,4,2,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,2,2,1,1
178,182,7,4,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,2,5,3,1
153,66,12,12,ANNA,TRUE,Binary,1,FALSE,TRUE,TRUE,6,6,6,6
315,572,4,2,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,1,3,1,1
574,107,12,12,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1107,132,7,4,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,2,5,1,3
800,118,4,2,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,2,2,1,1
1277,181,4,2,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,2,2,1,1
1373,96,12,12,ANNA,TRUE,Binary,0,TRUE,TRUE,TRUE,6,6,6,6
223,187,7,4,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,3,4,1,3
1000,142,4,2,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,1,3,1,1
1164,77,4,2,ANNA,RIGHT,Binary,0,TRUE,TRUE,TRUE,2,2,1,1
397,117,4,2,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,1,3,1,1
477,118,4,2,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,1,3,1,1
1031,92,12,12,ANNA,TRUE,Binary,0,TRUE,FALSE,TRUE,6,6,6,6
35,79,7,4,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,2,5,2,2
218,194,4,2,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,3,1,1
485,164,4,2,ANNA,RIGHT,Binary,0,TRUE,TRUE,FALSE,2,2,1,1
369,132,7,4,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,4,3,2,2
1074,94,12,12,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1239,75,4,2,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,2,2,1,1
1241,216,12,12,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
1293,180,7,4,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,4,3,3,1
316,232,4,2,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,2,2,1,1
110,571,4,2,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,3,1,1,1
978,76,7,4,ANNA,TRUSTWORTHY,Binary,0,FALSE,TRUE,TRUE,2,5,3,1
699,337,4,2,ANNA,"NATURAL",Binary,1,TRUE,TRUE,TRUE,1,3,1,1
633,114,12,12,ANNA,TRUE,Binary,1,TRUE,TRUE,TRUE,6,6,6,6
242,440,4,2,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,2,2,1,1
93,66,2,2,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
918,129,7,4,ANNA,TRUSTWORTHY,Binary,0,TRUE,FALSE,TRUE,5,2,1,3
1229,64,4,2,ANNA,"NATURAL",Binary,1,FALSE,TRUE,TRUE,2,2,1,1
1245,95,4,2,ANNA,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,3,1,1
448,72,2,2,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
457,98,4,2,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,2,2,1,1
900,217,7,4,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,1,6,1,3
694,100,2,2,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1388,235,4,2,ANNA,RIGHT,Binary,0,TRUE,FALSE,TRUE,2,2,1,1
596,103,4,2,ANNA,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,3,1,1
1290,64,7,4,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,FALSE,4,3,1,3
37,89,4,2,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,2,2,1,1
271,143,4,7,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,3,1,6,1
684,80,7,4,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,2,5,3,1
624,84,4,2,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,1,3,1,1
280,517,2,2,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
482,75,7,4,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,1,6,1,3
120,122,4,7,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,3,1,5,2
1226,138,2,2,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
247,138,4,7,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,1,3,5,2
335,241,7,4,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,4,3,2,2
54,506,2,2,KATE,CORRECT,Binary,1,TRUE,FALSE,TRUE,1,1,1,1
763,156,4,2,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,2,2,1,1
122,104,2,2,KATE,CORRECT,Binary,1,TRUE,FALSE,TRUE,1,1,1,1
1077,150,7,4,ANNA,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,1,6,3,1
378,81,4,7,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,1,3,4,3
1242,222,4,2,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,1,3,1,1
952,896,4,7,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,2,2,1,6
322,264,4,2,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,2,2,1,1
705,114,7,4,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,3,4,1,3
1057,174,2,2,KATE,CORRECT,Binary,1,TRUE,FALSE,TRUE,1,1,1,1
688,123,2,2,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
432,71,7,4,ANNA,TRUSTWORTHY,Binary,0,TRUE,TRUE,FALSE,1,6,3,1
836,70,4,7,KATE,"NATURAL",Binary,0,TRUE,TRUE,FALSE,2,2,2,5
382,144,4,2,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,3,1,1,1
877,434,2,2,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
468,284,7,10,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,4,3,5,5
702,219,4,7,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,3,1,5,2
1298,101,2,2,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
998,154,4,2,ANNA,RIGHT,Binary,1,TRUE,TRUE,TRUE,3,1,1,1
983,217,4,7,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,2,2,6,1
910,128,4,7,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,3,1,6,1
656,248,2,2,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
17,115,4,7,KATE,"NATURAL",Binary,0,TRUE,FALSE,TRUE,1,3,4,3
1045,623,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,2,2,2,5
1234,198,4,7,KATE,"NATURAL",Binary,1,TRUE,FALSE,TRUE,1,3,4,3
534,221,2,2,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
844,462,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,1,3,3,4
503,132,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,2,2,6,1
379,108,4,7,KATE,"NATURAL",Binary,0,FALSE,TRUE,TRUE,1,3,2,5
287,517,2,2,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
318,101,4,7,KATE,"NATURAL",Binary,1,TRUE,FALSE,TRUE,3,1,5,2
364,198,7,10,KATE,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,3,4,6,4
1426,288,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,FALSE,3,1,4,3
168,111,2,2,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
91,173,7,10,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,5,2,6,4
284,135,4,7,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,2,2,2,5
208,244,2,2,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
995,289,2,2,KATE,JUSTIFIED,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
1266,182,7,10,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,3,4,6,4
367,374,2,2,KATE,CORRECT,Binary,0,TRUE,TRUE,TRUE,1,1,1,1
79,79,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,3,1,2,5
8,195,4,7,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,2,2,6,1
40,488,2,2,KATE,CORRECT,Binary,1,FALSE,TRUE,TRUE,1,1,1,1
1159,172,7,10,KATE,TRUSTWORTHY,Binary,1,TRUE,TRUE,TRUE,1,6,5,5
5,117,4,7,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,3,1,6,1
732,188,2,2,KATE,CORRECT,Binary,1,FALSE,TRUE,TRUE,1,1,1,1
389,188,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,3,1,6,1
1244,172,4,7,KATE,RIGHT,Binary,0,TRUE,TRUE,TRUE,2,2,6,1
1305,319,7,10,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,5,2,4,6
1233,82,2,2,KATE,JUSTIFIED,Binary,1,TRUE,TRUE,TRUE,1,1,1,1
868,105,4,7,KATE,"NATURAL",Binary,1,TRUE,TRUE,TRUE,1,3,5,2
743,105,4,2,ANNA,CORRECT,Binary,1,TRUE,TRUE,TRUE,1,3,1,1
555,196,7,10,KATE,TRUSTWORTHY,Binary,0,TRUE,TRUE,TRUE,5,2,4,6
976,128,4,7,KATE,"NATURAL",Binary,0,TRUE,TRUE,TRUE,3,1,6,1
276,126,4,2,ANNA,CORRECT,Binary,0,FALSE,TRUE,TRUE,3,1,1,1
